human,name_hu,alias_hu
http://www.wikidata.org/entity/Q939,I. Péter,Dom Pedro I.
http://www.wikidata.org/entity/Q946,Donald Tusk,Donald Franciszek Tusk
http://www.wikidata.org/entity/Q9916,Dwight D. Eisenhower,Dwight David „Ike” Eisenhower
http://www.wikidata.org/entity/Q984,Miles Franklin,Stella Maria Sarah Miles Franklin
http://www.wikidata.org/entity/Q2042,Charles de Gaulle,Charles André Joseph Marie de Gaulle
http://www.wikidata.org/entity/Q16285,Mario Benedetti,Mario Orlando Hamlet Hardy Brenno Benedetti Farrugia
http://www.wikidata.org/entity/Q1043,Carl von Linné,L.
http://www.wikidata.org/entity/Q1419,Vespasianus római császár,Titus Flavius Vespasianus
http://www.wikidata.org/entity/Q1419,Vespasianus római császár,Imperator Caesar Vespasianus Augustus
http://www.wikidata.org/entity/Q1419,Vespasianus római császár,Vespasianus
http://www.wikidata.org/entity/Q16297,William Shatner,Bill Shatner
http://www.wikidata.org/entity/Q16492,Mary Lee Woods,Mary Berners-Lee
http://www.wikidata.org/entity/Q4440,Eric Bana,Eric Banadinovic
http://www.wikidata.org/entity/Q4440,Eric Bana,Eric Banadinović
http://www.wikidata.org/entity/Q1421,Titus római császár,Imperator Titus Caesar Vespasianus Augustus
http://www.wikidata.org/entity/Q1421,Titus római császár,Titus
http://www.wikidata.org/entity/Q1421,Titus római császár,Titus Flavius Vespasianus
http://www.wikidata.org/entity/Q16597,Csiang Cö-min,Jiang Zemin
http://www.wikidata.org/entity/Q1446,Caracalla római császár,Caracalla
http://www.wikidata.org/entity/Q1446,Caracalla római császár,Imperator Caesar Marcus Aurelius Antoninus Augustus
http://www.wikidata.org/entity/Q1446,Caracalla római császár,Septimius Bassianus
http://www.wikidata.org/entity/Q4440,Eric Bana,Eric Banadinovich
http://www.wikidata.org/entity/Q4440,Eric Bana,Erik Banadinović
http://www.wikidata.org/entity/Q4440,Eric Bana,Erik Banadinovich
http://www.wikidata.org/entity/Q1659,David Rudisha,David Lekuta Rudisha
http://www.wikidata.org/entity/Q1660,Nijel Amos,Nijel Carlos Amilfitano Amos
http://www.wikidata.org/entity/Q16975,VI. Pál pápa,Giovanni Battista Enrico Antonio Maria Montini
http://www.wikidata.org/entity/Q16759,Kaley Cuoco,Kaley Christine Cuoco
http://www.wikidata.org/entity/Q16854,Aatto Pietikäinen,Pietikäinen
http://www.wikidata.org/entity/Q16855,Matti Pietikäinen,Pietikäinen
http://www.wikidata.org/entity/Q1666,Jacques Brel,Jacques Romain Georges Brel
http://www.wikidata.org/entity/Q16977,Teng Hsziao-ping,Deng Xiaoping
http://www.wikidata.org/entity/Q16977,Teng Hsziao-ping,邓小平
http://www.wikidata.org/entity/Q1646,Françoise Sagan,Françoise Quoirez
http://www.wikidata.org/entity/Q1652,Justin Gatlin,Justin Alexander Gatlin
http://www.wikidata.org/entity/Q1450,Bruno Mars,Peter Gene Hernandez
http://www.wikidata.org/entity/Q4441,Emily Dickinson,Emilia Dickinson
http://www.wikidata.org/entity/Q4441,Emily Dickinson,Emily Dickenson
http://www.wikidata.org/entity/Q4441,Emily Dickinson,Emily Elizabeth Dickinson
http://www.wikidata.org/entity/Q1677,Ezekiel Kemboi,Ezekiel Kemboi Cheboi
http://www.wikidata.org/entity/Q1463,Ferdinand Marcos,Ferdinand Emmanuel Edralin Marcos
http://www.wikidata.org/entity/Q1048,Caius Iulius Caesar,Caesar
http://www.wikidata.org/entity/Q1048,Caius Iulius Caesar,Gaius Julius Caesar
http://www.wikidata.org/entity/Q1423,Domitianus római császár,Domitianus
http://www.wikidata.org/entity/Q1423,Domitianus római császár,Imperator Caesar Domitianus Augustus
http://www.wikidata.org/entity/Q1423,Domitianus római császár,Titus Flavius Domitianus
http://www.wikidata.org/entity/Q20882,Gustave Eiffel,Alexandre Gustave Eiffel
http://www.wikidata.org/entity/Q21001,Mun Dzsein,Moon jae-in
http://www.wikidata.org/entity/Q1424,Nerva római császár,Marcus Cocceius Nerva
http://www.wikidata.org/entity/Q1424,Nerva római császár,Imperator Nerva Caesar Augustus
http://www.wikidata.org/entity/Q1424,Nerva római császár,Nerva
http://www.wikidata.org/entity/Q10490,Ayrton Senna,Ayrton Senna da Silva
http://www.wikidata.org/entity/Q21088,Zedd,Anton Igorevics Zaszlavszkij
http://www.wikidata.org/entity/Q21089,Martin Kierszenbaum,Cherry Cherry Boom Boom
http://www.wikidata.org/entity/Q21112,Christian Ludwig Brehm,C. L. Brehm
http://www.wikidata.org/entity/Q21112,Christian Ludwig Brehm,Ludwig Brehm
http://www.wikidata.org/entity/Q1058,Narendra Modi,Narendra Damodardas Modi
http://www.wikidata.org/entity/Q1480,Corazón Aquino,Corazon Aquino
http://www.wikidata.org/entity/Q1480,Corazón Aquino,María Corazón Sumúlong Cojuangco Aquino
http://www.wikidata.org/entity/Q1464,Benigno Simeon Aquino,Benigno Simeon Cojuangco Aquino III
http://www.wikidata.org/entity/Q1464,Benigno Simeon Aquino,Noynoy Aquino
http://www.wikidata.org/entity/Q1464,Benigno Simeon Aquino,PNoy
http://www.wikidata.org/entity/Q10873,Leo von Caprivi,Georg Leo von Caprivi de Caprera de Montecuccoli
http://www.wikidata.org/entity/Q4599,Raúl Albiol,Raúl Albiol Tortajada
http://www.wikidata.org/entity/Q4700,Claude Debussy,Claude Achille Debussy
http://www.wikidata.org/entity/Q4700,Claude Debussy,Debussy
http://www.wikidata.org/entity/Q10494,Alain Prost,Alain Marie Pascal Prost
http://www.wikidata.org/entity/Q10501,Nigel Mansell,Nigel Ernest James Mansell
http://www.wikidata.org/entity/Q21209,Claus Schenk von Stauffenberg,Stauffenberg
http://www.wikidata.org/entity/Q21209,Claus Schenk von Stauffenberg,Claus von Stauffenberg
http://www.wikidata.org/entity/Q10520,David Beckham,David Robert Joseph Beckham
http://www.wikidata.org/entity/Q1496,Ferdinand Magellan,Fernão de Magalhães
http://www.wikidata.org/entity/Q1496,Ferdinand Magellan,Hernando de Magallanes
http://www.wikidata.org/entity/Q22675,Tom Wlaschiha,Thomas Wlaschiha
http://www.wikidata.org/entity/Q4604,Konfuciusz,Confucius
http://www.wikidata.org/entity/Q4604,Konfuciusz,Konfucius
http://www.wikidata.org/entity/Q10585,Ben Foster,Benjamin Anthony Foster
http://www.wikidata.org/entity/Q1339,Johann Sebastian Bach,J. S. Bach
http://www.wikidata.org/entity/Q10505,Damon Hill,Damon Graham Devereux Hill
http://www.wikidata.org/entity/Q1744,Madonna,Madonna Louise Ciccone
http://www.wikidata.org/entity/Q10085,Tina Maze,Klementina Maze
http://www.wikidata.org/entity/Q4617,Corbin Bleu,Blue Man
http://www.wikidata.org/entity/Q4617,Corbin Bleu,Corbin Bleu Reivers
http://www.wikidata.org/entity/Q4617,Corbin Bleu,Corbin Blue
http://www.wikidata.org/entity/Q4617,Corbin Bleu,Corbin Reivers
http://www.wikidata.org/entity/Q4617,Corbin Bleu,The Blue
http://www.wikidata.org/entity/Q1340,Antonio Vivaldi,Vivaldi
http://www.wikidata.org/entity/Q1340,Antonio Vivaldi,Antonio Lucio Vivaldi
http://www.wikidata.org/entity/Q10091,Janica Kostelić,Kostelić
http://www.wikidata.org/entity/Q10118,Viktorija Fjodaravna Azaranka,Viktorija Fjodorovna Azarenko
http://www.wikidata.org/entity/Q1503,Manuel Quezon,Manuel Luis Quezón y Molina
http://www.wikidata.org/entity/Q10510,Jenson Button,Jenson Alexander Lyons Button
http://www.wikidata.org/entity/Q607,Michael Bloomberg,Michael Rubens Bloomberg
http://www.wikidata.org/entity/Q28487,Bérénice Bejo,Berenice Bejo
http://www.wikidata.org/entity/Q28468,II. Mieszko lengyel fejedelem,II. Mieszko Lambert lengyel fejedelem
http://www.wikidata.org/entity/Q10524,Ryan Giggs,Ryan Wilson
http://www.wikidata.org/entity/Q10524,Ryan Giggs,Ryan Joseph Giggs
http://www.wikidata.org/entity/Q1500,José Rizal,José Protasio Rizal Mercado y Alonso Realonda
http://www.wikidata.org/entity/Q5104,Miranda Cosgrove,Miranda Taylor Cosgrove
http://www.wikidata.org/entity/Q27764,Louis Antoine de Saint-Just,Saint-Just
http://www.wikidata.org/entity/Q27764,Louis Antoine de Saint-Just,Antoine Saint-Just
http://www.wikidata.org/entity/Q27764,Louis Antoine de Saint-Just,Louis Antoine Léon de Saint-Just
http://www.wikidata.org/entity/Q27764,Louis Antoine de Saint-Just,Louis Antoine Léon Saint-Just
http://www.wikidata.org/entity/Q23412,Roy Raymond,Roy Larson Raymond
http://www.wikidata.org/entity/Q767,Stéphane Mallarmé,Étienne Mallarmé
http://www.wikidata.org/entity/Q10068,Lindsey Vonn,Lindsey Caroline Kildow
http://www.wikidata.org/entity/Q10068,Lindsey Vonn,Lindsey Caroline Vonn
http://www.wikidata.org/entity/Q10068,Lindsey Vonn,Lindsey Kildow
http://www.wikidata.org/entity/Q5105,Céline Dion,Celine Dion
http://www.wikidata.org/entity/Q5105,Céline Dion,Céline Marie Claudette Dion
http://www.wikidata.org/entity/Q23359,Taylor Lautner,Taylor Daniel Lautner
http://www.wikidata.org/entity/Q814,Nicole Austin,Coco
http://www.wikidata.org/entity/Q814,Nicole Austin,Coco Austin
http://www.wikidata.org/entity/Q814,Nicole Austin,Coco Marie Austin
http://www.wikidata.org/entity/Q814,Nicole Austin,Nicole Natalie Marrow
http://www.wikidata.org/entity/Q835,Mihail Afanaszjevics Bulgakov,Michail Afanas'evič Bulgakov
http://www.wikidata.org/entity/Q835,Mihail Afanaszjevics Bulgakov,Michail Afanasjewitsch Bulgakow
http://www.wikidata.org/entity/Q835,Mihail Afanaszjevics Bulgakov,Michail Afanassjewitsch Bulgakow
http://www.wikidata.org/entity/Q835,Mihail Afanaszjevics Bulgakov,Michail Bulgakov
http://www.wikidata.org/entity/Q835,Mihail Afanaszjevics Bulgakov,Michail Bulgakow
http://www.wikidata.org/entity/Q835,Mihail Afanaszjevics Bulgakov,Mihail Bulgakov
http://www.wikidata.org/entity/Q835,Mihail Afanaszjevics Bulgakov,Mikhail Bulgakov
http://www.wikidata.org/entity/Q835,Mihail Afanaszjevics Bulgakov,Михаил Афанасьевич Булгаков
http://www.wikidata.org/entity/Q22714,Karl May,Karl Friedrich May
http://www.wikidata.org/entity/Q22714,Karl May,May Károly
http://www.wikidata.org/entity/Q11192,Kimi Räikkönen,Iceman
http://www.wikidata.org/entity/Q11192,Kimi Räikkönen,Kimi Matias Räikkönen
http://www.wikidata.org/entity/Q4457,Franz Beckenbauer,Franz Anton Beckenbauer
http://www.wikidata.org/entity/Q28222,Ljang Cshunhva,Ryang Chun-hwa
http://www.wikidata.org/entity/Q28262,Joel Kinnaman,Charles Joel Nordström
http://www.wikidata.org/entity/Q28414,Lestko,Lestek
http://www.wikidata.org/entity/Q28493,Ralph Fiennes,Ralph Nathaniel Twisleton Wykeham Fiennes
http://www.wikidata.org/entity/Q820,Juan Antonio Ríos,Juan Antonio Ríos Morales
http://www.wikidata.org/entity/Q23505,George H. W. Bush,George Herbert Walker Bush
http://www.wikidata.org/entity/Q23505,George H. W. Bush,Id. George Bush
http://www.wikidata.org/entity/Q10132,Rafael Nadal,Rafael Nadal Parera
http://www.wikidata.org/entity/Q4924,I. Izabella örmény királynő,Zabel
http://www.wikidata.org/entity/Q11319,David DeCoteau,DeCoteau
http://www.wikidata.org/entity/Q11319,David DeCoteau,Ellen Cabot
http://www.wikidata.org/entity/Q11319,David DeCoteau,Julian Breen
http://www.wikidata.org/entity/Q838,Andrej Rubljov,Andrei Rublev
http://www.wikidata.org/entity/Q838,Andrej Rubljov,Andrej Rublëv
http://www.wikidata.org/entity/Q838,Andrej Rubljov,Andrej Rubljow
http://www.wikidata.org/entity/Q838,Andrej Rubljov,Rubljov András
http://www.wikidata.org/entity/Q838,Andrej Rubljov,Андрей Рублёв
http://www.wikidata.org/entity/Q18978,Szent Fausztina,Szt. Fausztina
http://www.wikidata.org/entity/Q11571,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro
http://www.wikidata.org/entity/Q11256,Fidel Castro,Fidel Alejandro Castro Ruz
http://www.wikidata.org/entity/Q11256,Fidel Castro,Fidel Castro Ruz
http://www.wikidata.org/entity/Q11256,Fidel Castro,Maximo Lider
http://www.wikidata.org/entity/Q18832,Sławomir Mrożek,Mrozek
http://www.wikidata.org/entity/Q18832,Sławomir Mrożek,Mrożek
http://www.wikidata.org/entity/Q18832,Sławomir Mrożek,Slawomir Mrozek
http://www.wikidata.org/entity/Q23301,Roberto Benigni,Roberto Remigio Benigni
http://www.wikidata.org/entity/Q23342,Edmund Barton,Sir Edmund Barton
http://www.wikidata.org/entity/Q1394,Vlagyimir Iljics Lenin,Vlagyimir Iljics Uljanov
http://www.wikidata.org/entity/Q11666,Marija Jurjevna Sarapova,Мария Юрьевна Шарапова
http://www.wikidata.org/entity/Q28054,Judi Dench,Dame Judi Dench
http://www.wikidata.org/entity/Q28054,Judi Dench,Judith Olivia Dench
http://www.wikidata.org/entity/Q1511,Richard Wagner,Wagner
http://www.wikidata.org/entity/Q1511,Richard Wagner,Wilhelm Richard Wagner
http://www.wikidata.org/entity/Q18722,II. Szenuszert,II. Szenuszret
http://www.wikidata.org/entity/Q18722,II. Szenuszert,II. Szeszósztrisz
http://www.wikidata.org/entity/Q18734,II. Amenemhat,II. Amenemhet
http://www.wikidata.org/entity/Q28738,Kazimierz Funk,Casimir Funk
http://www.wikidata.org/entity/Q11758,Lazar Markovics Zamenhof,Eliezer Levi Samenhof
http://www.wikidata.org/entity/Q11758,Lazar Markovics Zamenhof,Лазаръ Маркович Заменгофъ
http://www.wikidata.org/entity/Q11322,Louis King,L. H. King
http://www.wikidata.org/entity/Q11322,Louis King,Lewis King
http://www.wikidata.org/entity/Q18976,Ole Gunnar Solskjær,Ole Gunnar Solskjaer
http://www.wikidata.org/entity/Q18976,Ole Gunnar Solskjær,Solskjaer
http://www.wikidata.org/entity/Q18779,Karina Boriszovna Aznavurjan,Karina Aznavurjan
http://www.wikidata.org/entity/Q18779,Karina Boriszovna Aznavurjan,Karina Aznavuryan
http://www.wikidata.org/entity/Q23530,Dmitrij Anatoljevics Medvegyev,Dmitrij Medvegyev
http://www.wikidata.org/entity/Q1001,Mohandász Karamcsand Gandhi,Mahátma Gandhi
http://www.wikidata.org/entity/Q17493,Thiago Alcántara,Thiago Alcántara do Nascimento
http://www.wikidata.org/entity/Q11576,Raúl González Blanco,Raúl
http://www.wikidata.org/entity/Q19041,Daniel Güiza,Dani Güiza
http://www.wikidata.org/entity/Q19041,Daniel Güiza,Daniel González Güiza
http://www.wikidata.org/entity/Q4605,Sarah Bernhardt,Bernard Rosine
http://www.wikidata.org/entity/Q4605,Sarah Bernhardt,Marie Henriette Rosine Bernardt
http://www.wikidata.org/entity/Q4605,Sarah Bernhardt,Sara-Marie-Henriette Rosine Bernard
http://www.wikidata.org/entity/Q23380,Jean Auguste Dominique Ingres,Ingres
http://www.wikidata.org/entity/Q23380,Jean Auguste Dominique Ingres,Dominique Ingres
http://www.wikidata.org/entity/Q23380,Jean Auguste Dominique Ingres,Jean-Auguste-Dominique Ingres
http://www.wikidata.org/entity/Q17507,Gerard Piqué,Gerard Piqué Bernabeu
http://www.wikidata.org/entity/Q11734,Engelbert Dollfuß,Engelbert Dollfuss
http://www.wikidata.org/entity/Q5152,Mustafa Kemal Atatürk,Atatürk
http://www.wikidata.org/entity/Q5152,Mustafa Kemal Atatürk,Kemal Atatürk
http://www.wikidata.org/entity/Q5152,Mustafa Kemal Atatürk,Kemál Atatürk
http://www.wikidata.org/entity/Q5152,Mustafa Kemal Atatürk,Musztafa Kemal
http://www.wikidata.org/entity/Q5152,Mustafa Kemal Atatürk,Musztafa Kemal Atatürk
http://www.wikidata.org/entity/Q18771,I. Amenemhat,I. Amenemhet
http://www.wikidata.org/entity/Q18814,Jessie J,Jessica Cornish
http://www.wikidata.org/entity/Q18828,Cecilia Bartoli,Cécilia Bartoli
http://www.wikidata.org/entity/Q4985,Herman Melville,Herman Melvill
http://www.wikidata.org/entity/Q4985,Herman Melville,Hermann Melville
http://www.wikidata.org/entity/Q11685,Kim Clijsters,Kim Antonie Lode Clijsters
http://www.wikidata.org/entity/Q11697,Andreas Hofer,Hofer András
http://www.wikidata.org/entity/Q18809,Anatolij Vasziljevics Lunacsarszkij,Anatolij Lunacsarszkij
http://www.wikidata.org/entity/Q18809,Anatolij Vasziljevics Lunacsarszkij,Lunacsarszkij
http://www.wikidata.org/entity/Q18797,Volodimir Volodimirovics Klicsko,Vlagyimir Klicsko
http://www.wikidata.org/entity/Q18797,Volodimir Volodimirovics Klicsko,Vlagyimir Vlagyimirovics Klicsko
http://www.wikidata.org/entity/Q18797,Volodimir Volodimirovics Klicsko,Volodimir Klicsko
http://www.wikidata.org/entity/Q18797,Volodimir Volodimirovics Klicsko,Wladimir Klitschko
http://www.wikidata.org/entity/Q29207,Sauli Niinistö,Sauli Väinämö Niinistö
http://www.wikidata.org/entity/Q17714,Stephen Hawking,S. W. Hawking
http://www.wikidata.org/entity/Q17714,Stephen Hawking,Stephen William Hawking
http://www.wikidata.org/entity/Q11362,Ibn Báddzsa,Avempace
http://www.wikidata.org/entity/Q4934,Larry Page,Lawrence E. Page
http://www.wikidata.org/entity/Q23810,Alfred Bernhard Nobel,Alfred Nobel
http://www.wikidata.org/entity/Q28882,Clark L. Hull,Clark Leonard Hull
http://www.wikidata.org/entity/Q12154,Tutanhamon,Tutanhaton
http://www.wikidata.org/entity/Q12154,Tutanhamon,Tutankhamon
http://www.wikidata.org/entity/Q28517,Todor Zsivkov,Zsivkov
http://www.wikidata.org/entity/Q28801,Jü Haj,Yu Hai
http://www.wikidata.org/entity/Q22686,Donald Trump,Donald John Trump
http://www.wikidata.org/entity/Q28988,Ánanda,Ananda
http://www.wikidata.org/entity/Q29207,Sauli Niinistö,Sauli Niinisto
http://www.wikidata.org/entity/Q28858,Ludwig Rellstab,Rellstab
http://www.wikidata.org/entity/Q28858,Ludwig Rellstab,Heinrich Friedrich Ludwig Rellstab
http://www.wikidata.org/entity/Q28900,Kemény János,Kemény János György
http://www.wikidata.org/entity/Q28495,François de Guise,Francois de Guise
http://www.wikidata.org/entity/Q16988,Liu Sao-csi,Liu Shaoqi
http://www.wikidata.org/entity/Q17163,Johan Cruijff,Hendrik Johannes Cruijff
http://www.wikidata.org/entity/Q23559,Benito Mussolini,Mussolini
http://www.wikidata.org/entity/Q23559,Benito Mussolini,Benito Amilcare Andrea Mussolini
http://www.wikidata.org/entity/Q23559,Benito Mussolini,Duce
http://www.wikidata.org/entity/Q23559,Benito Mussolini,Il Duce
http://www.wikidata.org/entity/Q28189,Abdus Salam,Abdusz Szalám
http://www.wikidata.org/entity/Q28189,Abdus Salam,Mohammad Abdus Salam
http://www.wikidata.org/entity/Q11975,Britney Spears,Britney Jean Spears
http://www.wikidata.org/entity/Q12325,James Buchanan,"James Buchanan, Jr."
http://www.wikidata.org/entity/Q29213,Tarja Halonen,Tarja Kaarina Halonen
http://www.wikidata.org/entity/Q4612,Marlene Dietrich,Marie Magdalene Dietrich
http://www.wikidata.org/entity/Q19248,III. Szenuszert,III. Szenuszret
http://www.wikidata.org/entity/Q19080,Vasco Núñez de Balboa,Vasco Nunez Balboa
http://www.wikidata.org/entity/Q19080,Vasco Núñez de Balboa,Vasco Nuñez Balboa
http://www.wikidata.org/entity/Q19080,Vasco Núñez de Balboa,Vasco Núñez Balboa
http://www.wikidata.org/entity/Q19080,Vasco Núñez de Balboa,Vasco Nunez de Balboa
